,Clean_Text,Class
425,dan si penyumpit berhasil memimpin desa itu dengan arif dan bijaksana sehingga masyarakat hidup dalam kedamaian dan kebahagiaan,senang
635,suri meninggal dunia hancur hati bujang kelana menyaksikan kekasih hatinya pergi selama lamanya,sedih
718,empat anaknya hanya bisa menatap kepulangan ibu mereka itu dengan tangis sedih,sedih
156,ia pun menjadi marah dan berpikir mencari jalan untuk mencelakakan purbasari,marah
253,mimpi yang aneh itu membuatnya sangat gelisah,takut
318,dia tidak bisa kembali ke bumi karena takut pangeran anantakusuma akan mengejarnya,takut
167,ternyata bau itu adalah tumpukan daging hasil perburuan beberapa serigala,jijik
50,apa yang kau lakukan setiap hari hanya menari kini setelah kau sadar akan kebutuhan hidupmu kau memintanya kepada kami enak sekali hidupmu itu kata sang semut sambil memasang wajah marah,marah
974,karena terkejut dan heran mengalami keadaan yang aneh itu dia meninggalkan dapur dan masuk kekamar,terkejut
114,bulan diam ia sangat kesal,marah
770,puteri kuning sangat sedih melihatnya karena taman adalah tempat kesayangan ayahnya,sedih
756,tuhan lebih baik kau hukumlah aku hilangkanlah aku dari dunia ini aku tidak sanggup bertemu kedua orang tuaku lagi ratap putri,sedih
876,jika asapnya mengarah ke singapura tiba tiba terdapat tumpukan emas dan berlian,terkejut
939,tapi ketika ia mau keluar para penyamun sudah berada di luar mereka sama sama terkejut,terkejut
379,di kolam hanya ada lumpur kita tidak bisa berenang di dalam lumpur kata frank lagi,senang
17,akibat fitnah itu prabu kertamarta murka kepada candra kirana hingga mengusir anak bungsunya itu,marah
613,awang sukma terpana oleh irama sulingnya,senang
758,ular besar itu menoleh dan menjulurkan lidahnya dari kedua matanya mengalir air mata,sedih
220,timun mas masih ragu sungguh ia sangat ketakutan,takut
39,raja pun sedikit marah dan akhirnya ia memutuskan untuk tidur dan menahan rasa laparnya,marah
600,mereka menyambutnya terima kasih tuhan kau telah menyelamatkan anakku kata mereka gembira,senang
979,ia amat kaget karena bukan ular dandaung yang berbaring di sisinya melainkan seorang permuda tampan,terkejut
153,kontan bang bodong marah marah,marah
159,kemudian suaminya ikut campur dan umar pun tampak marah kepadanya,marah
652,putri penggiling gandum langsung menangis terseguk seguk di dalam gudang yang berisi tumpukkan jerami,sedih
568,penduduk kota bersorak gembira raja tak kurang pula gembira hatinya,senang
272,jack ketakutan dan memutuskan untuk bekerja,takut
207,orang orang musyrik memilih waktu yang tepat untuk menyembelih binatang di mekah lalu mereka membawa usus usus atau jeroan dari unta dan mereka melemparkannya dan meletakkannya di atas punggung nabi saat beliau sujud,jijik
938,istri alibaba sangat terkejut melihat barang yang dibawa alibaba,terkejut
3,ibunya sangat marah dasar bodoh baju kesayanganku itu harganya sangat mahal,marah
461,serigala sangat senang mendapatkan mangsa yang lezat,senang
549,raja dan ratu sangat menyayanginya seperti anak kandung sendiri,senang
228,lama lama semua binatang berkumpul di depan sarang kelinci mereka semua ketakutan,takut
811,beliau merasakan kesedihan yang dalam beliau sering menyendiri dan membuka matanya di hamparan pasir pasir,sedih
99,akhirnya orang tua akim mengetahui kehadiran akim di pesta itu mereka marah dan menyuruh akim untuk segera pulang,marah
573,tetapi mereka tetap bahagia dengan apa yang di berikan oleh tuhan yang maha esa,senang
928,namun ia sangat terkejut melihat seekor ular raksasa berada di hadapannya,terkejut
736,kemudian putri raja tersebut mulai menangis membayangkan kodok yang dingin tersebut tidur di tempat tidurnya yang bersih,sedih
960,ketika akan melangkah pergi ikot rinding terkejut ia melihat sebuah sumpit tergeletak di tanah,terkejut
346,suatu masa pamuncak rencong talang sangat gembira karena hasil panen rakyatnya melimpah,senang
390,akhirnya perang berakhir dan semua binatang berdamai,senang
264,karena kebingungan dan rasa takutnya yang kian menjadi jadi si perampok berusaha melepaskan patung landak ajaib itu dari tangannya,takut
585,betapa senangnya hati emak si lancang saat mendengar kabar anaknya datang,senang
72,keluarga istri raja sangat geram mendapati tindakan warga kampung,marah
398,monyet tertawa geli melihat kebodohan buaya jadi benar ada kamu di situ buaya,senang
727,ia menangis menyesali segalanya tapi sudah terlambat,sedih
775,dengan hati sedih wanita tua itu pulang ke gubuknya di sepanjang jalan dia menangis,sedih
183,tetapi aku juga tidak dapat pergi dengan pakaian kotor dan bau seperti ini,jijik
814,rasulullah saw sangat sedih ketika kehilangan dua orang yang sangat berpengaruh dalam kehidupannya itu bahkan para sejarawan menamakan tahun tersebut dengan tahun kesedihan,sedih
464,kuda akhirnya kembali ke rumah petani la hidup bahagia selamanya,senang
332,kemudian ketika abrahahh melewati kota taif menghadaplah kepadanya beberapa orang tokoh setempat dan mereka tampak gemetar ketakutan,takut
403,ketiga babi tersebut sangat senang karena terbebas dari serigala yang menakutkan tersebut,senang
902,dia sangat terkejut melihat istana dan istri yang sangat dicintainya raib entah kemana,terkejut
856,raja sangat terkejut melihat bulu landak tersebut raja mengira bulu tersebut adalah benar benar bulu dari raja badak,terkejut
783,rakyat kecil itu makin sedih ketika mendengar bahwa jampang telah mendapat hukuman mati di betawi,sedih
122,sejak saat itu obi kerbau marah sekali bila melihat kain merah,marah
895,mereka sangat terkejut dan sangat kagum dengan kecantikan cinderella,terkejut
27,dewa indra pun marah kau harus melepaskan dulu rohmu dari badanmu sebelum pergi ke surga kata dewa indra,marah
786,dia kecewa karena ternyata bukan gadis impiannya yang akan dinikahinya,sedih
608,dan aku jatuh cinta padanya aku ingin dialah yang jadi istriku,senang
445,ibu pulang hore teriak o bia moloku menyambut sang ibu sang ibu tersenyum kelelahan melihat tingkah anak anaknya,senang
35,si merah kecil iri melihat babi yang mendapat makanan yang lezat lezat,marah
288,para penyamun yang kejam tidak memberi ampun kepada kasim ia segera dibunuh,takut
805,ia menangis karena kelaparan dan tidak mendapat air susu baik dari air susuku maupun air susu unta yang dibawa oleh suamiku sehingga kami tidak dapat memuaskan dahaganya,sedih
485,raja dan permaisuri sangat memanjakan rohib mereka membesarkan rohib dengan penuh kasih sayang,senang
832,kleting abang kleting wungu dan kleting biru benar benar terperangah,terkejut
662,suatu kali setelah tiga hari berburu dan persediaan makanannya menipis sergevan belum mendapatkan seekor rusa pun,sedih
594,orang orang kaya tuan tuan tanah serta pejabat pemerintah jajahan merasa gembira melihat jampang telab dipenjara,senang
193,dalam perjalanan itu si lelaki tua hampir menginjak seekor tikus jantan besar,jijik
748,raja dan permaisuri menangis sedih,sedih
860,sang mertua heran bagaimana ketiga menantunya bisa begitu cerdas,terkejut
132,rumah rumah kosong belanda marah dan melampiaskan kemarahan mereka dengan menghancurkan kampung itu,marah
64,suara terompet jack membangunkan cormoran la marah sekali dan keluar dari gua,marah
712,permaisuri tidak henti hentinya menangis melihat anaknya harus hidup seorang diri di luar sana,sedih
724,mbok minah merasa sangat sedih karena kejadian sebelumnya terulang kembali,sedih
640,karena ia menjadi yatim piatu dan yang membuat ia sangat sedih,sedih
46,nelayan marah melihat tigran melepas ikan kecil itu kau bodoh sekali kau kubayar untuk menangkap ikan bukan untuk melepaskan ikan kau kupecat bentak sang nelayan,marah
993,keesokan harinya purbasari sangat terkejut melihat jamban salaka itu,terkejut
169,setelah sampai dirumah bawang merah dan ibunya segera mengusir bawang putih dari rumah,jijik
912,tiba tiba muncul seekor ular yang sangat besar di tempat sang kakek semula berada,terkejut
89,namun batu batangkup sangat marah kalian anak anak yang tidak tahu di untung kalian hanya anak nakal yang bisanya cuma main dan main sekarang penyesalan kalian tidak aka nada gunanya kata batu batangkup dengan nada tinggi,marah
146,baginda menjadi murka mendengar penjelasan tabib istana ia segera memerintahkan patih untuk membuang permaisuri ke hutan dan membunuhnya,marah
81,karena sangat marah dan kecewa raja memerintahkan pengawalnya untuk memberikan hukuman mati kepada anaknya sendiri,marah
343,rasa ketakutan mulai menghantui para pemuka quraisy dan mereka menetapkan metode baru untuk menghadapi kaum muslim,takut
323,akan tetapi dia takut dikalahkan kera besar itu,takut
348,nenek sangat senang kepadanya,senang
734,putri raja tersebut mulai menangis dan terus menangis seolah olah tidak ada hyang bisa menghiburnya lagi,sedih
170,namun mereka langsung mengusir itik abu abu agar segera pergi dari depan rumah tersebut,jijik
347,ternyata benar baju itu milik ibunya ia sangat berterima kasih kepada nenek itu,senang
714,mendengar keempat raja tersebut membuat kekacauan dan membuat rakyat resah raja sultan hasan sangat sedih dan gelisah,sedih
713,papuq mame dan papuq ki ne merasa sedih hidup sebagai tikus,sedih
984,raden putra terperanjat mendengar kokok ayam cindelaras,terkejut
446,dengan penuh kasih disusuinya anak bungsunya itu sambil menyusui ia bersenandung,senang
355,cinderella sangat gembira saat melihat gaun ibunya itu,senang
523,maka pesta pernikahan akbar pun digelar selama hari malam,senang
339,sesungguhnya yang takut kepada allah di antara hamba hamba nya hanyalah orang orangyang berilmu ulama,takut
842,dia kaget ketika pintu kandang dibuka ternyata kambing besar itu melepaskan diri dari patok yang mengikatnya,terkejut
396,raja jatuh cinta pada gajah putih itu dan ingin membelinya,senang
121,obi kerbau mencari akal untuk membalas sakit hatinya pada ucil kancil,marah
952,raja sangat terkejut dengan permintaan tersebut karena kedua benda itu adalah pusaka kerajaan yang orang luar tidak mengetahuinya,terkejut
901,tiba tiba sekelilingnya menjadi biru dan asap membumbung bersamaan itu muncul sosok sebesar raksasa,terkejut
798,ia pun duduk dibawah pohon dan menangis karena putus asa,sedih
113,istriku sangat marah dia tidak ingin tinggal di rumah kami yang lama karena rumah itu sudah hampir roboh,marah
356,tak terperikan kegembiraan dewi candra kirana ketika bertemu kembali dengan suami tercintanya,senang
648,sang domba itu menyesali perbuatannya dan domba kecil itupun berjanji tidak akan mengulanginya,sedih
584,mendengar jawaban dari emaknya si lancang meloncat loncat kegirangan,senang
84,keduanya merasa iri dengan anjing anjing yang dimiliki sang raja,marah
68,namun kedua binatang terebut langsung bertengkar untuk memperebutkan rusa tersebut,marah
577,sebaliknya ia selalu riang dan dan tersenyum ramah kepada siapapun,senang
990,ketika tirta datang dia amat kaget bertemu dengan bek kemayoran,terkejut
514,gadis tersebut begitu senangnya dia mengambil kantong kantong uang tersebut dan segera pulang kerumahnya,senang
503,saat dia pulang ibunya yang melihat kedatangannya dengan gembira menyambutnya dan bertanya,senang
903,saat melihat dengan jelas para pengawal sangat terkejut karena tubuh putri pukes telah mengeras dan menjadi batu,terkejut
395,simpleton berterima kasih dan melakukan apa yang dikatakan manusia kerdil,senang
935,kedua anaknya pun merasa heran karena tidak bertemu dengan emaknya dari pagi,terkejut
797,ditambahkan bahwa guruminda tampak bermuram durja,sedih
531,sang raja sangat senang dengan hal ini dan memerintahkan agar sejumlah besar uang diberikan kepada nelayan tersebut,senang
138,sesudah itu abdib mencari jampang dia marah sekali,marah
412,tigran gembira bukan kepalang,senang
226,serigala pun ketakutan seperti kelinci,takut
102,karena geram putri pun menghancurkan tiang lampu di kamarnya,marah
519,dahulu kala ada seorang wanita tua yang sangat sangat gembira dan selalu penuh dengan sukacita walaupun hampir tidak memiliki apa apa dan dia sudah tua miskin dan tinggal sendirian,senang
922,yang mengherankan para perampok dan penjarah itu langsung menghilang setelah melakukan aksi jahat mereka,terkejut
80,sang ayah sangat marah mengetahui bahwa anaknya rohib tidak menyelesaikan belajarnya selama ini,marah
818,tiba tiba seketika datuk buta muncul lagi di hadapan mereka,terkejut
369,dia sangat berbahagia karena candra kirana menganggap dia seperti ibu kandungnya sendiri,senang
292,pasti pilt ketakutan ketika orang orang dewasa itu beramai ramai hendak menangkapnya,takut
279,kera hitam sangat takut tertangkap si raksasa dan menjadi santapan si raksasa,takut
186,ibunya berjalan di belakang membawa keranjang belanjaan berpakaian sangat dekil layaknya pembantu,jijik
441,sebagai balas budiku aku bersedia menikah denganmu kata putri itu tentu saja toba sangat senang,senang
254,timun mas ketakutan melihat kekuatan raksasa itu,takut
943,betapa terkejutnya mereka ternyata kotak itu penuh berisi uang emas perak dan perhiasan perhiasan yang sangat indah,terkejut
868,saat tigran memegang ikan itu di tangannya tiba tiba ikan itu bicara,terkejut
759,pandangannya begitu memilukan seolah olah hendak mengucapkan maaf dan selamat tinggal,sedih
229,ulat bulu ketakutan dan menjawab aku hanya seekor ulat bulu kok hehehe,takut
109,hatinya marah wajahnya merah padam,marah
827,begitu kencang dan dahsyatnya angin badai itu menghantam kapal besar lagi mewah milik malin kundang seketika itu hancur berantakan,terkejut
807,beliau hidup beberapa hari bersama ibunya di mana si ibu merasakan kesedihan yang dalam atas kepergian ayahnya,sedih
817,tiba tiba saja ribuan buah bakau berjatuhan menimpa pasukan pangeran empang kuala yang sedang beristirahat,terkejut
382,mendengar kabar tersebut raja tersenyum sangat lebar ia pun sangat senang mendengar baju yang terbuat dari emas asli pasti sangat indah pikirnya,senang
998,isterinya dikagetkan dengan kepucatan wajah beliau yang mulia dan kegemetaran tubuhnya,terkejut
498,raja ini memerintah sebuah kerajaan kecil yang damai,senang
290,putri termuda kemudian lari menjauh darinya dan bersembunyi di dalam hutan yang tidak jauh dari rumahnya agar tidak mendapat pukulan lagi,takut
729,ketika ia melihat ayahnya berdiri tepat di bawahnya ia berusaha berteriak sekuat tenaga tapi ayahnya tak dapat mendengar suaranya dan ia mulai menangis air matanya menetes dan jatuh ke kepala ayahnya,sedih
532,jawaban tersebut membuat sang raja sangat senang tidak terhingga dan memberikan lagi nelayan terseut sejumlah besar uang,senang
614,selain itu mirah juga tertarik pada ilmu silat,senang
617,berita itu diterima dengan gembira oleh kebanyakan isi istana,senang
161,ia hanya seorang pengemis tua renta yang mengaku aku sebagai anaknya karena mengetahui aku ini seorang yang kaya raya,jijik
344,sang putri sangat asyik dengan acara tersebut tak terasa hari sudah lewat tengah malam,senang
539,anak lelaki itu berwajah cerah dan tersenyum lebar,senang
497,manuella sangat puas melihat gaun barunya segera dikenakannya gaun itu lalu menari nari di depan kaca,senang
637,bawang putih dan ayahnya sangat sedih dengan kejadian ini,sedih
419,dia mencium aroma yang sangat enak dan lezat hingga semangat makannya kini meningkat,senang
415,dari jauh dia melihat sang angsa berenang dengan senangnya dan sang cayman menyerang nya sambil menyelam,senang
733,teman temanku bilang wajahku terlalu tampan dan tidak cocok menjadi monster ia lalu menangis tersedu sedu,sedih
704,kuda pergi dengan sedih,sedih
658,raja pun menahan rasa malunya ia pun segera kembali ke istana dengan perasaan sedih,sedih
173,ibu kandung cis bukan ia bukan ibuku ia hanya seorang pengemis tua renta yang mengaku aku sebagai anaknya karena mengetahui aku ini seorang yang kaya raya,jijik
846,si kakek lalu meraih tongkatnya dan memukul tepat di kepala burung gagak seketika itu burung gagak berubah menjadi asap dan menghilang,terkejut
274,si murid ketakutan si si siram bunga itu jawab si murid sekenanya,takut
208,negeri tanjung mendapat ancaman penyerangan dari negeri tetangga,takut
185,tapi ia tidak menemukan harta karun justru mendapat sampah yang berbau busuk,jijik
192,dalam perjalanan berikutnya mereka bertemu dengan seekor lipan besar,jijik
29,lebah jantan marah dan pergi tapi ia tidak berani melawan iebah pekerja dan hakim,marah
400,akhirnya ada binatang betina yang masuk perangkap kata setan sambil tertawa,senang
547,seluruh penduduk desa menyambut gembira,senang
66,dasar kau binatang kecil yang bodoh sepertinya aku sangat lapar dan aku lihat dagingmu sangat lezat kata raja babi dengan marah,marah
162,mereka sengaja meminta kleting kuning mengenakan pakaian yang jelek dan kumal hingga kleting kuning tampak seperti pembantu yang telah kehilangan kewarasan,jijik
105,putri bisu bangkit dari tempat duduknya dan dengan marah ia berteriak kalian semua bodoh orang sakti itulah yang paling berhak wanita itu berhutang nyawa padanya,marah
543,di halaman istana bunga bunga mulai bermekaran dan burung burung berkicau riang pangeran terkesima melihat hal itu,senang
21,la mengangkat kepalanya dan berteriak cowards pengecut,marah
948,orang tua akim yang tiba esok harinya terkejut mendapati rumah mereka masih terkunci dan anak mereka hilang entah kemana,terkejut
660,walaupun ia hidup bergelimang harta tapi ia sangat kecewa pada anaknya yang pemalas dan bodoh,sedih
659,raja badak pun sedih memikirkan nasib rakyatnya,sedih
780,melihat sahabat suaminya datang dia jadi sedih,sedih
7,dia sangat iri dengan permaisuri,marah
688,o bia moloku dan o bia mokara hanya dapat menangisi kepergian ibunya kedua anak itu menyesal telah membuat ibu mereka marah,sedih
669,akhirnya nenek elonen pulang dengan sedih la menyesal telah memasak dan memakan burung milik elonen,sedih
753,tidak aku tidak mau tak seorang pun menyukaiku apa gunanya aku ada di sana sahut bulan sedih,sedih
266,di desa penyak itu juga terdapat hutan yang terkenal angker,takut
744,ketika si pelit menyadari kehilangan hartanya dia menjadi sangat sedih dan putus asa,sedih
951,suatu hari dia tiba di pinggir laut saat dia sedang merenungi nasibnya dia dikejutkan oleh suara rebut dan tangisan seorang gadis,terkejut
650,rubah itu sadar bahwa itu hanyalah bayangannya rubah itu menysesal atas apa yang dilakukannya tadi,sedih
917,agak terkejut ia ketika mendapati seruas batang bambu itu adalah seruas batang bambu yang membuatnya tersandung di pantai tadi,terkejut
489,selama masa pemerintahannya rakyat hidup dengan damai dan aman,senang
596,mereka tinggal di sebuah desa di dekat hutan mereka hidup bahagia,senang
206,abrahah pun mendapatkan luka dan mereka keluar dari tempat itu dalam keadaan dagingnya terpisah satu persatu,jijik
520,ya ampun teriaknya dengan terkagum kagum penuh dengan emas betapa beruntungnya saya,senang
692,ratu menangis ia menyesali perkataan putrinya yang diucapkan secara sembrono,sedih
869,di perjalanan muncul sesosok monster yang menunggangi sapi,terkejut
409,sejak saat itu keadaan di hutan kembali damai seperti dulu,senang
563,seluruh penghuni hutan menyambutnya gembira,senang
766,aku akan kehilangan satu satunya teman yang kumiliki aku sedih sekali,sedih
243,tigran merenungi nasibnya la takut tidak bisa menjawab pertanyaan sang monster,takut
678,hu huuuu huuu tangis malin kundang sambil memegangi lengannya yang berdarah,sedih
787,putri endahwarni merasa cemburu kecewa dan sakit hati,sedih
349,nenek itu memberikan hadiah kepada bawang putih karena sudah membantunya bekerja membersihkan rumah,senang
815,meskipun demikian beliau merasakan kesedihan yang mendalam melihat sikap kaumnya,sedih
701,ia merasa sangat sedih karena mereka sudah di tangkap oleh serigala,sedih
501,sejak saat itu nenek tidak pernah lagi mengeluarkan kata kata kasar dan selalu berlaku baik pada orang lain dan mereka berdua hidup bahagia selamanya,senang
414,di sebuah lautan yang dingin dan penuh dengan ikan ikan hiduplah sekelompok paus orca mereka hidup dengan damai tanpa ancaman dari apapun,senang
383,meskipun bajunya tidak terlihat namun raja sangat senang dan percaya diri,senang
646,ia cemas dan sedih jika teringat janjinya pada raksasa itu,sedih
487,rohib sangat senang dan berterima kasih kepada tikus dan mengira bahwa tikuslah yang paling berjasa dalam mencari mentiko bertuah,senang
525,jhi ge phu sangat gembira dia pun menghampiri putri naga yang tidak bisa berpura pura lagi,senang
211,bawang putih sangat panik dan takut karena baju yang hanyut adalah baju kesayangan ibu tirinya,takut
636,ibu bawah putih meninggal dunia karena sakit,sedih
574,sang kera sudah berada di atas pohon sawo dengan wajah berseri,senang
569,sudah barang tentu semua orang menyambut dengan gembira berita besar itu,senang
9,anjing gunung itu memperhatikan tingkah laku domba kecil itu dengan sangat marah,marah
67,serigala sangat marah karena ia ditipu oleh ayam,marah
589,perasaannya gembira sekali karena belum pernah dia mendapat ikan sebesar itu,senang
23,juan menindih adiknya dan memukulinya,marah
43,istrinya marah sekali atas kebodohan suaminya,marah
12,rubah itu gusar karena mangsanya telah mematuk dirinya dan pergi,marah
431,caadara dengan senang hati memenuhi permintaan penduduk desa itu malam itu mereka berpesta namun tetap waspada,senang
248,pertarungan tak terelakkan senjata kedua belah pihak saling beradu suasana sungguh mencekam,takut
1,bujang kelana akan menantang pendekar katung untuk menyabung ayam,marah
124,namun kapal itu tetap tak bergerak raja menjadi kecewa dan marah,marah
310,syarat yang aneh itu membuat si limbat ketakutan,takut
904,sementara itu nyai jaya dan mangku amat saat kembali ke rumahnya mereka kaget saat melihat tempat tinggal mereka sudah dihancurkan orang,terkejut
227,badak ketakutan mendengar jawaban itu,takut
422,kedatangan dempu awang sampai ke telinga ibunya ibu dempu sangat gembira,senang
175,sambil memandang sinis ke bawah ia meludahi ibunya,jijik
118,raja dan ratu sedang naik pitam,marah
451,sementara kakinya ada sepasang sepatu kaca yang sangat cantik cinderella menari nari dengan sangat gembira,senang
737,oh celakalah anakku kata ayah akim dengan sedih,sedih
571,sultan alam gembira sekali mendengar berita dari elang raja,senang
230,ibu katak mendengar suara yang membuatnya ketakutan,takut
271,para perompak yang lain merasa takut,takut
246,seekor ular yang melintas di dekatnya membuat mah bongsu sangat ketakutan,takut
495,ayahnya tertawa sambil memeluk manuella dengan penuh kasih sayang,senang
372,ratu pun sangat bahagia ketika ia menggendong bayinya,senang
470,warga seketika bersuka cita mendapati air yang telah lama tidak mereka temukan waktu itu muncul berlimpah ruah dari mulut patung landak,senang
803,aminah menangis dua kali pertama ia menangis untuk dirinya sendiri dan kali ini ia menangis untuk anak yang ditinggal mati ayahnya sebelum ia sempat dilahirkan,sedih
241,mereka segera berpelukan karena ketakutan,takut
515,gadis itu kemudian pulang ke rumahnya dengan kantongan yang penuh dengan uang akhirnya menikah dengan orang yang sangat kaya dan hidup bahagia setelahnya,senang
666,la sedih sekali mengetahui burung kecil telah dimakan neneknya,sedih
540,saya tida meminta apapun jawabnya saya senang bisa berbuat sesuatu untuk negara,senang
399,gadis itu tertawa aku tahu hadiah apa saja yang kalian harus bawa,senang
656,mereka merasa bersalah karena telah berkelahi hanya karena sebuah kue,sedih
210,jika ayahnya pulang bawang putih tidak berani mengadukan perbuatan ibu dan saudara tirinya,takut
955,padishah menjadi terkejut tetapi karena tujuan padishah sendiri bukanlah istana itu melainkan untuk memisahkan anak nelayan dengan wanita yang diidam idamkannya,terkejut
213,kapal dagang yang ditumpanginya itu diserang kapal bajak laut,takut
644,cinderella lari ke kebun dan menangis,sedih
632,ratu cik sima tak kuasa menahan sesal dan kesedihan atas kehilangan putri putrinya,sedih
908,namun ia sangat terkejut dan terbengong bengong melihat sang ayam sudah tidak ada di hadapannya,terkejut
314,la tidak berani menolak karena takut akibatnya,takut
898,terjadilah sebuah peristiwa yang sangat mengagetkan joko kendil yang buruk rupa berubah menjadi seorang pangeran yang sangat tampan,terkejut
695,si kakak menyesal tidak menuruti pelaut kini ia hanya bisa menggigit jari melihat adiknya naik perahu dengan pelaut,sedih
670,mendengar yang di katakan hewan hewan yang lain membuat sang ibu merasa sedih,sedih
295,istana putri bisu jika dilihat dari dekat ternyata sangat mengerikan karena dindingnya dibangun dari tulang belulang manusia,takut
69,tapi suatu hari keempat lembu bertengkar karena perbedaan pendapat,marah
696,seharusnya aku tidak terpengaruh kata kata tetanggaku kata gembala menyesali diri,sedih
500,kakek senang sekali bisa menemukan suzume,senang
363,dia hidup bahagia bersama suami dan anaknya cindelaras,senang
698,gadis itu menangis memohon ampun kepada ibunya,sedih
163,bercerminlah dahulu dirimu hei kleting kuning jangan sampai ande ande lumut yang tampan itu menjadi muak ketika melihat wujudmu yang menyedihkan itu,jijik
971,mereka amat terkejut ketika menengok ke dalam ayunan yang berada di tengah tengah lorong,terkejut
342,utbah berdiri dalam keadaan takut dan segera menuju kaum quraisy,takut
18,amat besar murka prabu kertamarta ketika mengetahui cerita yang sebenarnya,marah
127,kalian ini sungguh keterlaluan mestinya ayah tak perlu membawakan apa apa untuk kalian bisanya hanya mengganggu saja kata puteri kuning dengan marah,marah
616,mereka telah menjadi pasangan suami istri yang berbahagia dan tinggal di kemayoran sampai tua,senang
463,hahaa selamat tinggal serigala yang bodoh kata sang ayam yang senang karena berhasil meloloskan diri dari cengkraman serigala,senang
850,putri penggiling gandum tersebut semakin terkejut melihat jerami benar benar berubah menjadi emas,terkejut
562,istana yang dipenuhi kelembutan hati dan kebahagiaan,senang
354,cinderella sangat bersemangat dengan undangan pesta itu,senang
36,buaya kesal penyamarannya diketahui ya aku akan memakanmu kata buaya,marah
909,singa dan beruang sangat terkejut melihat kedatangan serigala yang sangat tiba tiba,terkejut
285,lipan besar yang takut dimangsa tulap si raksasa terpaksa pula menurut,takut
73,mendengar penolakan putri aji bedarah putih itu membuat raja cina menjadi amat murka,marah
309,saya tidak melarang mang jampang jawab abdih yang ketakutan juga,takut
761,justru puteri rauna yang tersentak lalu menangis memohon kepada ayah bundanya,sedih
542,raja sangat bahagia ia mengadakan pesta dan mengundang kerajaan sahabat serta seluruh rakyatnya,senang
6,mereka iri dengan kecantikan wajah kleting kuning,marah
166,kleting kuning yang herpakaian kumal lagi bau badannya,jijik
554,aduhai alangkah cantiknya ia bahkan burung burung pun terpesona memandangnya,senang
874,melihat anaknya yang berbeda ibu itik terheran heran,terkejut
557,berbagai jenis burung dan serangga hidup dengan riangnya,senang
529,raja gembira melihat putri berubah ceria,senang
651,candra kirana meninggalkan istana dengan hati terluka,sedih
453,sesampainya ia di istana pangeran menyambutnya dengan gembira dan tersenyum cinderella dan pangeran akhirnya menikah dan hidup sangat bahagia selama lamanya,senang
687,tapi o bia mokara menolak tangisnya semakin keras terus merengek meminta telur ikan,sedih
457,suatu hari tinggallah sebuah keluarga kambing yang terdiri dari induk kambing dan ketiga anaknya mereka tinggal di sebuah desa yang jauh dari keramaian keluarga tersebut sangat bahagia,senang
725,keesokan harinya mereka mendatangi batu batangkup dan kembali menangis dan memohon agar emaknya di keluarkan kembali,sedih
376,ratu hanya tersenyum bahagia dan memeluk bayinya dengan sangat erat,senang
327,mereka takut akan purbararang yang terkenal kejam,takut
304,tapi perasaan takut masih menyelimuti mereka,takut
375,kalau begitu namamu rumpelstilskin jawab ratu tersenyum,senang
870,baiklah kini waktunya aku pulang kata anak muda itu la pun iangsung menghilang,terkejut
25,maka seluruh rakyatnya akan mati ketakutan,marah
671,melihat anjing yang berlari menjauhinya ia merasa semakin sedih karena anjing pun takut melihatnya,sedih
151,dengan kejengkelan luar biasa kera memasukkan anak pipit itu ke dalam mulutnya,marah
32,penyihir marah mendengar lelucon raja dan mengutuknya raja suatu saat kau akan punya anak yang berhidung besar,marah
583,mereka sangat bangga akan kemampuan larinya,senang
130,dengan nada marah ia berkata simpan bubu dekat pagar bubu dimakan anai anai maka anai anailah yang saya ambil,marah
195,akulah orang itu karena setelah menjahit mayat yang terpotong,jijik
428,ia merasa bangga saat teman teman caadara menceritakan kehebatan anaknya,senang
702,singa dan beruang sangat sedih,sedih
258,semua binatang yang ada di sana hanya terdiam mereka sangat takut tidak ada satu orang pun yang berani menjawab,takut
467,raja amat senang mendengar rencana ibunya,senang
561,pangeran dan puteri rauna sangat bahagia,senang
374,ratu pun sangat senang mengetahui nama si kurcaci,senang
216,ia didatangi raksasa yang amat besar dan berwajah menyeramkan,takut
742,jhi ge phu dengan sedih melihat istri yang dicintainya dibawa pergi,sedih
642,di perkampungan aia manih ibu malin kundang terus menunggu kedatangan anaknya,sedih
34,sejak saat itu burung gagak dan burung hantu selalu bermusuhan,marah
751,tetapi kemudian ia kecewa sepanjang hari ia di sana tak seorang pun menyapanya,sedih
120,huh hewan kecil itu membuatku terhina sungut obi kerbau tunggu saja balasanku geramnya,marah
479,i manyambungi yang selalu tersenyum sambil menatap puang mosso dengan mata berkaca kaca,senang
710,suami istri itu akhirnya hanya bisa berlutut dan sangat menyesal karena tidak memenuhi permintaan makan anak mereka sebelumnya,sedih
732,suzume hanya bisa menangis menahan sakit dan terbang jauh ke arah hutan,sedih
735,saya menangis karena bola emas saya tergelincir dan jatuh kedalam sumur,sedih
202,seekor babi hutan betina bernama wayungyang yang tengah bertapa ingin menjadi manusia meminum air seni tadi,jijik
679,bunda menangis tersedu sedu sambil bersimpuh di bawah kapal malin anakku jangan kau tinggalkan bundamu lagi nak bunda sangat merindukanmu,sedih
5,ketika saudara tiri cinderella melihat pita dan manik manik lama mereka pada gaun cinderella mereka menjadi marah,marah
237,androcles takut sekali mendengar suara binatang buas itu,takut
