,Clean_Text,Class
929,ketika si kucing dan anjing menghadap rohib mereka terkejut karena benda itu sudah ada pada rohib,terkejut
424,pesta pemikahan antara si penyumpit dan putri pak raje dilaksanakan dengan meriah,senang
985,pemilik rumah akan kaget keesokan harinya karena seluruh harta yang telah mereka kumpulkan dengan susah payah lenyap begitu saja dibawa kabur perampok perampok itu,terkejut
869,di perjalanan muncul sesosok monster yang menunggangi sapi,terkejut
495,ayahnya tertawa sambil memeluk manuella dengan penuh kasih sayang,senang
233,raja gajah pun berpikir jika bulunya sangat besar dan tajam seperti ini bagaimana dengan badannya hatinya seketika menjadi gelisah,takut
656,mereka merasa bersalah karena telah berkelahi hanya karena sebuah kue,sedih
835,alangkah terkejutnya dia buah timun itu berisi seorang bayi perempuan cantik dan bersih,terkejut
360,akhirnya mereka hidup damai dan bahagia selamanya,senang
566,setelah menikah putri melati wangi dan pangeran tanduk rusa hidup berbahagia sampai hari tuanya,senang
232,raja badak sangat gelisah,takut
390,akhirnya perang berakhir dan semua binatang berdamai,senang
307,sesekali perahu itu diterjang ombak wajah sang kera menjadi pucat,takut
62,asal kau tahu ibumu adalah jelmaan seekor ikan kata ayahnya dengan sangat marah,marah
921,keduanya sangat terperanjat ketika mendapati batu kuyung di kebun mereka telah meninggi melebihi tingginya pepohonan,terkejut
550,raja sangat takjub mendengarkan cerita ketangkasan ikot rinding ia sangat bahagia karena putra kesayangannya selamat,senang
849,putri penggiling gandum tersebut sangat terkejut,terkejut
786,dia kecewa karena ternyata bukan gadis impiannya yang akan dinikahinya,sedih
136,jangan bicara sembarangan jampang mayangsari mulai marah,marah
253,mimpi yang aneh itu membuatnya sangat gelisah,takut
134,oleh karena itu maka si ayah jadi sangat marah ketika melihat nasi yang diberikan kepadanya adalah sisa sisa,marah
180,kakak kakaknya yang sangat jahat memanggilnya cinderella yang artinya gadis yang sangat kotor menurut mereka itu adalah panggilan yang cocok untuk cinderella,jijik
393,sejak saat itu pangeran andre dan putri rosebud hidup bahagia selamanya,senang
23,juan menindih adiknya dan memukulinya,marah
516,maka akim pun dengan senang hati pergi dengan mereka,senang
353,tak terkirakan gembira dan bahagia hatinya ketika ia melihat sebuah kapal yang besar serta mewah tengah bersandar dipelabuhan,senang
146,baginda menjadi murka mendengar penjelasan tabib istana ia segera memerintahkan patih untuk membuang permaisuri ke hutan dan membunuhnya,marah
506,hari itu menjadi hari yang penuh kegembiraan dan safia pergi berterima kasih kepada wanita bijaksana yang tinggal di rongga pohon,senang
148,jatuhnya jayakarta ke tangan kompeni belanda pada tahun membuat banyak ulama marah,marah
781,jampang sedih lalu dia bertanya di mana si abdih,sedih
406,raja sangat bahagia dan segera memeluk putrinya dengan sangat erat,senang
387,burung unta sangat menyayangi anaknya,senang
308,seluruh anggota pasukan belanda gemetar ketakutan,takut
335,di tengah hari saudaranya berlari lari dalam keadaan takut dan menangis sambil berteriak bahwa muhammad telah terbunuh,takut
396,raja jatuh cinta pada gajah putih itu dan ingin membelinya,senang
972,betapa terkejutnya si rusa ia tidak jadi beristirahat melainkan lari tunggang langgang,terkejut
858,paginya saat androcles bangun ia kaget melihat singa membawa bangkai rusa hasil buruannya,terkejut
53,wanita wanita itu marah mereka berubah menjadi babi hutan dan menyerang pak raje,marah
338,tubuhnya yang mulia bergetar denga keras dan beliau merasakan ketakutan dan kegelisahan,takut
703,mereka pun sangat menyesali pertengkaran mereka tersebut,sedih
44,tetangga petani menjadi marah istri petani sengaja mau mencelakaiku dengan ular ini pikirnya,marah
633,ia juga menjelaskan bahwa ayahnya meninggal dunia karena mempertaruhkan nyawanya dalam pertaruhan sabung ayam,sedih
458,mendengar nyanyian tersebut ketiga anaknya sangat senang dan segera membukkan pintu,senang
837,dalam hitungan detik seketika terbentuklah lautan lumpur yang mendidih raksasa terjebak di dalamnya ia tenggelam dalam lumpur panas itu dan akhirnya mati,terkejut
952,raja sangat terkejut dengan permintaan tersebut karena kedua benda itu adalah pusaka kerajaan yang orang luar tidak mengetahuinya,terkejut
578,baiklah kuberi nama ia kemuning kata raja dengan senang,senang
676,kapal yang di naiki malin semakin jauh ibunya terus melambaikan tangan sambil menangis,sedih
346,suatu masa pamuncak rencong talang sangat gembira karena hasil panen rakyatnya melimpah,senang
868,saat tigran memegang ikan itu di tangannya tiba tiba ikan itu bicara,terkejut
577,sebaliknya ia selalu riang dan dan tersenyum ramah kepada siapapun,senang
600,mereka menyambutnya terima kasih tuhan kau telah menyelamatkan anakku kata mereka gembira,senang
623,semakin terluka hati ibunya mendengarnya,sedih
715,keempat raja yang sangat sombong tersebut pulang ke negerinya dengan menanggung rasa malu karena kekalahan,sedih
800,purbararang menangis dan minta maaf kepada purbasari,sedih
49,para orca dengarkan aku para hiu putih saat ini sedang melanggar janjinya kini kita akan memberikan pelajaran yang begitu berarti untuk mereka,marah
850,putri penggiling gandum tersebut semakin terkejut melihat jerami benar benar berubah menjadi emas,terkejut
475,paga hidup berbahagia bersama si biru dan puluhan bekas perompak yang kesemuanya telah dianggapnya sebagai sahabat,senang
349,nenek itu memberikan hadiah kepada bawang putih karena sudah membantunya bekerja membersihkan rumah,senang
641,bawang pusih sangat sedih dan ia berjalan menyusuri aliran sungai,sedih
856,raja sangat terkejut melihat bulu landak tersebut raja mengira bulu tersebut adalah benar benar bulu dari raja badak,terkejut
450,siapapun di antara kalian yang akan menikah dengan pangeran itu akan membuat ibu sangat bahagia keluarga kita akan menjadi terpandang ujar ibu tirinya menengahi kedua anaknya,senang
588,sambil tersenyum gembira mata pancingnya dia lepas dari mulut ikan itu,senang
236,kelelawar ian ketakutan sejak saat itulah kelelawar tidak berani berkeliaran pada slang hari,takut
521,raja gembira mendengar putrinya berbicara,senang
268,menurut mereka hutan itu dihuni oleh hantu jin setan dan dedemit yang sangat menyeramkan,takut
348,nenek sangat senang kepadanya,senang
100,ayah akim yang masih mendendam kepada ketujuh gadis itu merencanakan untuk membalas dendam,marah
955,padishah menjadi terkejut tetapi karena tujuan padishah sendiri bukanlah istana itu melainkan untuk memisahkan anak nelayan dengan wanita yang diidam idamkannya,terkejut
132,rumah rumah kosong belanda marah dan melampiaskan kemarahan mereka dengan menghancurkan kampung itu,marah
103,sementara sang putri sangat kesal karena telah dua kali keceplosan,marah
597,suami istri itu sangat bahagia mereka memberi nama bayi itu timun mas,senang
35,si merah kecil iri melihat babi yang mendapat makanan yang lezat lezat,marah
696,seharusnya aku tidak terpengaruh kata kata tetanggaku kata gembala menyesali diri,sedih
259,ia bersembunyi di dalam lemari,takut
119,kecuali obi kerbau yang merasa iri pada ucil kancil,marah
643,tak terkirakan kepedihan hati mande rubayah mendapati perlakuan keji anak kandungnya,sedih
545,semua menyambut gembira ajakan si pemuda,senang
679,bunda menangis tersedu sedu sambil bersimpuh di bawah kapal malin anakku jangan kau tinggalkan bundamu lagi nak bunda sangat merindukanmu,sedih
661,suatu hari sepulang dari mencari makanan burung unta mendapati dua anaknya hilang entah ke mana la menangis mencari cari anaknya,sedih
13,rubah itu melihatnya dengan sangat gusar karena banyangannya terlihat menggigit daging yang lebih besar dari dirinya hingga dia ingin sekali merebut daging itu,marah
787,putri endahwarni merasa cemburu kecewa dan sakit hati,sedih
477,akhirnya jack dan istrinya hidup bahagia selamanya,senang
440,toba sangat gembira karena ternyata ada ikan besar yang tersangkut ikan itu mempunyai sisik sangat indah berwarna keemasan,senang
769,kemudian bocah tersebut mulai meniup serulingnya sultan dan orang orang di istana yang mendengar alunan seruling tersebut seketika mengalirkan air mata merasakan kesedihan yang mendalam dari alunan seruling tersebut,sedih
454,hasil panennya selalu berlimpah ruah mereka tidak pernah hidup kekurangan,senang
394,manusia kerdil senang sekali mereka berdua makan dengan lahap,senang
304,tapi perasaan takut masih menyelimuti mereka,takut
39,raja pun sedikit marah dan akhirnya ia memutuskan untuk tidur dan menahan rasa laparnya,marah
300,mereka semakin ketakutan ketika melihat badan putri secara perlahan mulai ditumbuhi sisik seperti ular,takut
564,dengan gembira obi kerbau pulang ke rumahnya,senang
883,sang nenek terkejut bertemu dengan orang yang baru dilihatnya selama ini,terkejut
744,ketika si pelit menyadari kehilangan hartanya dia menjadi sangat sedih dan putus asa,sedih
630,adik bungsu kembali menangis tersedu sedu,sedih
197,dari mulutnya keluarlah dua ekor ular berbisa dan dua ekor katak,jijik
320,setelah itu keadaan sepi kembali membuat bulu kuduk meremang,takut
377,semua binatang di situ kesal sekaligus geli melihat tingkah ulat bulu,senang
400,akhirnya ada binatang betina yang masuk perangkap kata setan sambil tertawa,senang
671,melihat anjing yang berlari menjauhinya ia merasa semakin sedih karena anjing pun takut melihatnya,sedih
761,justru puteri rauna yang tersentak lalu menangis memohon kepada ayah bundanya,sedih
891,sesampainya ia di rumah alangkah terkejutnya toba melihat makanan sudah tersedia di atas meja,terkejut
894,ia sangat terkejut di sebelahnya ada seorang ibu peri sambil tersenyum ramah,terkejut
399,gadis itu tertawa aku tahu hadiah apa saja yang kalian harus bawa,senang
198,monster berkepala babi yang berbulu hijau,jijik
916,para prajurit cina terperanjat mendapati serangan hewan hewan aneh itu,terkejut
660,walaupun ia hidup bergelimang harta tapi ia sangat kecewa pada anaknya yang pemalas dan bodoh,sedih
447,ia sangat gembira dan langsung memasukkan ikan tersebut ke dalam keranjang ikan ia pun segera bergegas pulang kerumah dan membayangkan memakan ikan yang lezat,senang
401,ia pun sangat senang melihat rumahnya sudah siap di huni,senang
2,pendekar katung yang tidak terima dengan kekalahannya memerintahkan pengawalnya untuk mengejar bujang kelana,marah
226,serigala pun ketakutan seperti kelinci,takut
147,aku akan memberikan hukuman yang setimpal pada selirku lanjut baginda dengan murka,marah
726,setibanya dirumah istri kasim menangis sejadi jadinya,sedih
96,putri raja tersebut menjadi sangat marah mengangkat kodok tersebut keatas dan melemparkannya ke dinding sambil menangis diamlah kamu kodok jelek,marah
281,tindakan mereka dan pasukkannya yang bertindak semena mena membuat rakyat sangat ketakutan,takut
388,di sebuah negeri es ada seorang anak muda yang penuh semangat bernama sergevan,senang
315,iya paman saya baru datang kata anteh ketakutan,takut
607,dia tepesona mendengar suara yang begitu merdu,senang
933,betapa terperanjatnya ia ketika berhasil mengambil kain yang tak lain selendangnya itu,terkejut
10,salah satu tupai itu marah dia berbicara kepada tupai yang ada didepannya hei apa yang kau lakukan disini ini adalah sarang ku,marah
646,ia cemas dan sedih jika teringat janjinya pada raksasa itu,sedih
469,tak terkirakan gembiranya suami istri itu mendapati keajaiban yang mereka alami,senang
436,aku akan menamainya narrowa apakah kau setuju istriku tanya towjatuwa sambil menoleh pada istrinya dengan tersenyum istrinya mengangguk setuju,senang
172,pergi aku tidak suka makanan kampung orangtuaku adalah seorang saudagar kaya bukan gembel seperti kalian seru sang anak sambil membuang makanan pemberian ibunya,jijik
337,sebagaimana nabi musa lari ketakutan maka muhammad bin abdillah pun segera menuju ke rumahnya dalam keadaan ketakutan,takut
230,ibu katak mendengar suara yang membuatnya ketakutan,takut
345,dengan kehebatan mereka dan juga bantuan dari para siluman hutan mereka berhasil memenangkan pertempuran,senang
124,namun kapal itu tetap tak bergerak raja menjadi kecewa dan marah,marah
503,saat dia pulang ibunya yang melihat kedatangannya dengan gembira menyambutnya dan bertanya,senang
980,raja dan permaisuri terkejut melihat kejadian itu,terkejut
813,ketika beliau menyaksikan orang orang tersesat maka kesedihannya semakin bertambah dan hatinya semakin tersentuh dan pikirannya semakin dalam,sedih
352,gembiralah hati malin kundang ketika mendapati ada kapal dagang yang tengah berlabuh di pantai aia manih dan bertambah tambah kebahagiaannya saat nakhoda kapal memperbolehkannya untuk turut menumpang dalam kapal itu,senang
624,sang raja merasa gundah karena negeri tetangga sangat kuat,sedih
833,kegemparan pun kian menjadi jadi saat ande ande lumut juga membuka jati dirinya,terkejut
12,rubah itu gusar karena mangsanya telah mematuk dirinya dan pergi,marah
908,namun ia sangat terkejut dan terbengong bengong melihat sang ayam sudah tidak ada di hadapannya,terkejut
734,putri raja tersebut mulai menangis dan terus menangis seolah olah tidak ada hyang bisa menghiburnya lagi,sedih
303,datuk bendahara takut setengah mati dia minta disembunyikan,takut
844,namun alangkah terkejutnya si nenek ketika sampai di rumah dia melihat bebagai hidangan tersaji di meja makannya,terkejut
557,berbagai jenis burung dan serangga hidup dengan riangnya,senang
151,dengan kejengkelan luar biasa kera memasukkan anak pipit itu ke dalam mulutnya,marah
202,seekor babi hutan betina bernama wayungyang yang tengah bertapa ingin menjadi manusia meminum air seni tadi,jijik
362,sebagian penonton yang menjagokan ayam jago cindelaras bersorak sorai gembira,senang
297,dengan ketakutan mereka segera menyerahkan sebuah cermin,takut
175,sambil memandang sinis ke bawah ia meludahi ibunya,jijik
808,mula mula pikirannya terfokus pada keadaan yatim sambil ia mulai memperhatikan linangan air mata ibunya yang diam,sedih
97,kecantikannya membuat iri gadis gadis lain yang mengenalnya,marah
188,ketika raja cina makan ia langsung menyesap dengan mulutnya dan tidak menggunakan tangannya,jijik
89,namun batu batangkup sangat marah kalian anak anak yang tidak tahu di untung kalian hanya anak nakal yang bisanya cuma main dan main sekarang penyesalan kalian tidak aka nada gunanya kata batu batangkup dengan nada tinggi,marah
710,suami istri itu akhirnya hanya bisa berlutut dan sangat menyesal karena tidak memenuhi permintaan makan anak mereka sebelumnya,sedih
90,dengan penuh kejengkelan berteriaklah manuella sambil memandang pohon itu,marah
113,istriku sangat marah dia tidak ingin tinggal di rumah kami yang lama karena rumah itu sudah hampir roboh,marah
950,apa yang kau pikirkan wahai pangeran shahzada terkejut karena tidak ada orang lain di kamarnya,terkejut
342,utbah berdiri dalam keadaan takut dan segera menuju kaum quraisy,takut
572,mereka akan terus berusaha dan bersemangat,senang
231,melihat surat tersebut raja badak sangat gelisah,takut
91,nenek sangat marah mendengar pengakuan si burung pipit,marah
142,kekesalannya akhirnya memuncak ketika si limbat melaporkan pada majikannya bahwa daging persediaan mereka di rumah sudah hilang dicuri orang,marah
111,saya tidak akan membeli sesuatu dengan emas itu saya bahkan tidak pernah berpikir untuk berbelanja sesuatu dengan emas itu teriaknya lagi dengan marah,marah
101,tapi putri dengan marah berkata bahwa ia telah ditipu dan ia hanya mau mengaku kalah jika shahzada bisa membuatnya berbicara sebanyak tiga kali,marah
551,sepasang kekasih itu tak hentinya mengucap syukur pada jubata dan keduanya hidup bahagia sampai masa tua mereka,senang
977,betapa terkejutnya mereka di dalam buah itu mereka menemukan bayi perempuan yang sangat cantik,terkejut
404,kini semua benda yang ia sentuh akan berubah menjadi emas raja sangat senang,senang
586,oh akhirnya pulang juga si lancang seru emaknya dengan gembira,senang
904,sementara itu nyai jaya dan mangku amat saat kembali ke rumahnya mereka kaget saat melihat tempat tinggal mereka sudah dihancurkan orang,terkejut
909,singa dan beruang sangat terkejut melihat kedatangan serigala yang sangat tiba tiba,terkejut
382,mendengar kabar tersebut raja tersenyum sangat lebar ia pun sangat senang mendengar baju yang terbuat dari emas asli pasti sangat indah pikirnya,senang
773,ia ia tampaknya sedih sekali akan ditinggal oleh anak satu satunya,sedih
806,di tengah tengah malam aku merasakan keputus asaan,sedih
481,si raksasa begitu gembira mendapat persembahan putri sesuai janji kera hitam,senang
760,datu awang sukma menap sedih dan bersumpah untuk melarang anak keturunannya memelihara ayam hitam yang dia anggap membawa malapetaka,sedih
680,baginda raja menyesali perbuatannya dulu,sedih
366,ular itu senang ketika melihat dua ekor tupai sedang berkelahi,senang
570,sang istri dengan gembira larut dalam keramaian di situ,senang
325,kera takut anak pipit itu terbang,takut
975,si limbat menjadi sangat terkejut tidak pernah diduga majikannya akan tega menuduh dirinya sebagai pencuri,terkejut
807,beliau hidup beberapa hari bersama ibunya di mana si ibu merasakan kesedihan yang dalam atas kepergian ayahnya,sedih
998,isterinya dikagetkan dengan kepucatan wajah beliau yang mulia dan kegemetaran tubuhnya,terkejut
584,mendengar jawaban dari emaknya si lancang meloncat loncat kegirangan,senang
102,karena geram putri pun menghancurkan tiang lampu di kamarnya,marah
666,la sedih sekali mengetahui burung kecil telah dimakan neneknya,sedih
954,raja amat heran ketika melihat mista si penjaga kuda sedang menyuapi si hitam,terkejut
324,aku takut aku malu dimaki kera itu lagi,takut
667,sambil menangis elonen pergi dari rumah,sedih
568,penduduk kota bersorak gembira raja tak kurang pula gembira hatinya,senang
63,kenapa kau membawa makanan sisa untuk ayahmu yang seharian ini bekerja tanya toba marah,marah
971,mereka amat terkejut ketika menengok ke dalam ayunan yang berada di tengah tengah lorong,terkejut
562,istana yang dipenuhi kelembutan hati dan kebahagiaan,senang
203,darah pun tak henti hentinya mengalir dari iidahnya,jijik
573,tetapi mereka tetap bahagia dengan apa yang di berikan oleh tuhan yang maha esa,senang
871,mendengar berita tersebut para ikan sangat terkejut mereka percaya dengan kebohongan sang kuntul,terkejut
370,melihat hal tersebut raja sangat senang,senang
459,mendengar nyanyian tersebut ketiga anaknya sangat senang dan langsung membuka pintu secepat kilat,senang
655,ulat bulu pun keluar dari sarang kelinci sambil tersipu malu,sedih
408,rusa rusa yang lain ikut untuk memberi semangat,senang
135,amarahnya makin bertambah ketika anaknya mengaku bahwa dia yang memakan sebagian besar dari nasinya itu,marah
223,ketika kucing itu dipukul kucing itu langsung terbangun dan lari terbirit birit karena takut dipukul lagi oleh pemilik ayam itu,takut
884,ketika mereka sudah tinggal di pondok itu tiba tiba tersiar kabar bahwa bendahara mengambil alih kedudukan baginda raja betapa terkejutnya permaisuri mendengar berita tersebut,terkejut
182,pengeran tidak akan melihatmu meskipun kau datang kesana,jijik
690,raden budog sangat kecewa karena tidak dapat berjumpa dengan gadis impiannya,sedih
189,namun sangat menjijikkan dalam pandangan putri aji bedarah putih,jijik
438,akhirnya putri serindu menemukan tambatan hatinya baginda raja jungur dan permaisurinya sangat gembira,senang
905,namun mereka sangat terkejut karena yang datang bukan sang induk melainkan serigala,terkejut
940,disana ia sangat terkejut karena mendapati tubuh kakaknya sudah terpotong,terkejut
996,ketika aku memperhatikan domba domba yang sedang bermain aku dikagetkan dengan kedatangan dua orang yang memakai pakaian yang putih,terkejut
825,sangat mengejutkan sekaligus membanggakannya anak tercintanya pulang menaiki kapal milinya sendiri,terkejut
92,ini adalah kesempatan si nenek untuk melampiaskan kemarahannya maka keluarlah cacian dari mulut nenek,marah
431,caadara dengan senang hati memenuhi permintaan penduduk desa itu malam itu mereka berpesta namun tetap waspada,senang
449,sang anjing tersenyum bahagia karena dia telah menemukan makanan,senang
435,benarkah tanga towjatuwa dengan girang wajahnya terlihat berseri seri,senang
681,karena cemas melihat kondisi istrinya yang kesakitan itu towjatuwa menggendong istrinya ke rumah tetangga yang biasa membantu orang melahirkan,sedih
32,penyihir marah mendengar lelucon raja dan mengutuknya raja suatu saat kau akan punya anak yang berhidung besar,marah
245,melihat sang anjin itik abu pun ketakutan karena ia takut di makan olehnya,takut
490,namun kedatangan pangeran suta membuat mereka kembali bersemangat,senang
66,dasar kau binatang kecil yang bodoh sepertinya aku sangat lapar dan aku lihat dagingmu sangat lezat kata raja babi dengan marah,marah
532,jawaban tersebut membuat sang raja sangat senang tidak terhingga dan memberikan lagi nelayan terseut sejumlah besar uang,senang
286,alibaba segera bersembunyi karena takut jika ia terlihat ia akan dibunuh,takut
707,putri aji bedarah putih kesulitan menemukan cara untuk mengalahkan para prajurit cina itu ia hampir putus asa,sedih
665,tigran pun pulang dengan sedih,sedih
287,ketika ia hendak keluar kasim lupa mantra untuk membuka pintu ia berteriak apa saja dan mulai ketakutan,takut
862,raja sangat terkejut dan menahan pelukan putrinya tersebut,terkejut
692,ratu menangis ia menyesali perkataan putrinya yang diucapkan secara sembrono,sedih
684,nenek itu kembali ke tempat tidur la sangat sedih karena anak dan menantunya tidak ingat kepadanya,sedih
26,arena mereka sudah mendengar raja gajah sangat besar memiliki taring dan belalai yang sangat besar mendengar cerita tersebut rakyat sangat ketakutan,marah
133,karena sudah terlalu lama tak ada yang memakan umpan pancingnya dia jadi kesal dan memutuskan untuk berhenti saja memancing,marah
846,si kakek lalu meraih tongkatnya dan memukul tepat di kepala burung gagak seketika itu burung gagak berubah menjadi asap dan menghilang,terkejut
321,para perampok bukan saja membawa golok golok tajam untuk mendongkel daun nipah penutup rumah tetapi yang lebih mengerikan adalah saat mereka menggunakan kesunyian malam untuk membuat galian panjang dari luar rumah,takut
542,raja sangat bahagia ia mengadakan pesta dan mengundang kerajaan sahabat serta seluruh rakyatnya,senang
605,anteh senang menyaksikan bunga bunga yang bermekaran dan kupu kupu saling berebut bunga,senang
457,suatu hari tinggallah sebuah keluarga kambing yang terdiri dari induk kambing dan ketiga anaknya mereka tinggal di sebuah desa yang jauh dari keramaian keluarga tersebut sangat bahagia,senang
736,kemudian putri raja tersebut mulai menangis membayangkan kodok yang dingin tersebut tidur di tempat tidurnya yang bersih,sedih
967,kusmantoro dan kusmantari terkejut namun keterkejutan mereka disimpan rapat rapat mereka tak ingin penyamaran mereka terbuka,terkejut
368,rakyat kerjaaan daha dan kahuripan bersuka cita menyambut pernikahan agung itu,senang
143,gema tidak puas melanda batuampar entong gendut dan kawan kawannya marah sekali,marah
810,anak kecil itu kembali ke mekah dalam keadaan sedih dan ia tampak terpaku,sedih
854,rakyat sangat terkejut melihat penampilan raja meskipun mereka terkejut namun tidak ada dari mereka untuk berkata apa apa,terkejut
150,bukan main marahnya kera menyaksikan itik mengeruhkan air di tepian itu lagi,marah
812,namun hatinya yang besar dipenuhi dengan kesedihan yang lebih hebat dari kesedihan kakeknya ibrahim,sedih
638,setelah ibunya meninggal kini ayahnya pun meninggal karena sakit,sedih
741,jhi ge phu sangat sedih karena yakin tidak akan mampu memenuhi tantangan tersebut,sedih
595,dia ikut menyaksikan hidangan seni berupa musik dan tari tarian yang menyenangkan,senang
567,gadis selalu terpesona mendengarnya,senang
380,mereka membawa kerikil sekantung penuh ayo kita bersenang senang kata george,senang
762,gadis itu paling merasa sedih jika ia berada di tempat gelap,sedih
256,tidak aku takut turun kesana jawab aladin,takut
9,anjing gunung itu memperhatikan tingkah laku domba kecil itu dengan sangat marah,marah
990,ketika tirta datang dia amat kaget bertemu dengan bek kemayoran,terkejut
712,permaisuri tidak henti hentinya menangis melihat anaknya harus hidup seorang diri di luar sana,sedih
819,ayah jadi ayah masih hidup,terkejut
541,gembira karena merasakan muatannya telah berkurang sehingga beban yang dibawa menjadi lebih ringan sang keledai merasa sangat gembira ketika mereka melanjutkan perjalanan mereka,senang
901,tiba tiba sekelilingnya menjadi biru dan asap membumbung bersamaan itu muncul sosok sebesar raksasa,terkejut
174,jadi wanita tua bau dekil ini adalah ibu kamu malin,jijik
275,la adalah beelzebub iblis nomor dua setelah lucifer la datang iangsung dari neraka jahanam,takut
109,hatinya marah wajahnya merah padam,marah
923,ketika paga tengah sibuk menyiapkan lahan garapannya di hutan angker warga desa dikejutkan dengan adanya berita menghebohkan,terkejut
552,langit ditaburi bintang dan bulan yang bersinar indah senang sekali rasanya melihat keindahan malam dari ketinggian,senang
211,bawang putih sangat panik dan takut karena baju yang hanyut adalah baju kesayangan ibu tirinya,takut
282,tubuhnya langsung gemetar,takut
993,keesokan harinya purbasari sangat terkejut melihat jamban salaka itu,terkejut
728,ia menangis dan menjerit jerit tapi tak seorang pun mendengarnya,sedih
649,kambing itu tidak terlihat menyesal dengan perbuatannya malah dia mencoba melepaskan diri dari pasak itu dengan menarik narik pasak itu,sedih
706,putri aji bedarah putih sangat sedih mendapati kekuatan pendukungnya mampu diporakporandakan para prajurit cina,sedih
278,puang mosso sangat takut jika sang raja mengetahui bahwa anak laki lakinya masih hidup,takut
842,dia kaget ketika pintu kandang dibuka ternyata kambing besar itu melepaskan diri dari patok yang mengikatnya,terkejut
291,hei jangan ganggu aku wajahmu yang mengerikan membuatku takut seruku,takut
298,ia begitu ketakutan membayangkan kemarahan pangeran jika ia tahu mempelainya tak secantik yang ia bayangkan,takut
430,setibanya di desa kramuderu panglima wire menyambut mereka dengan hangat,senang
615,asni justru senang menghadapi pendekar wanita yang mengamuk,senang
616,mereka telah menjadi pasangan suami istri yang berbahagia dan tinggal di kemayoran sampai tua,senang
294,dia menutup pintu tersebut kembali dengan cepat dan tergesa gesa duduk kembali di kursinya dengan perasaan gelisah,takut
639,bawah putih sangat sedih,sedih
817,tiba tiba saja ribuan buah bakau berjatuhan menimpa pasukan pangeran empang kuala yang sedang beristirahat,terkejut
861,petani kaget melihat istrinya berada dalam lubang perangkap,terkejut
452,mereka berdua berdansa dengan rasa bahagia pangeran berkata kamu adalah wanita yang selama ini saya cari cinderella sangat bahagia dan lupa waktu,senang
926,para utusan dari mandar itu pun terkejut dan segera memberi hormat,terkejut
583,mereka sangat bangga akan kemampuan larinya,senang
579,dengan semangat yang menyala ia ingin segera menyampaikan berita gembira kepada ibunya bahwa ia telah membawa gadis cantik calon istrinya,senang
194,alibaba membawa tubuh kasim ke tukang sepatu untuk menjahitnya kembali seperti semula,jijik
199,seekor kodok yang menjulurkan kepala besarnya yang jelek keluar dari air,jijik
488,sang raja sangat sayang dengan dua anjing itu,senang
770,puteri kuning sangat sedih melihatnya karena taman adalah tempat kesayangan ayahnya,sedih
229,ulat bulu ketakutan dan menjawab aku hanya seekor ulat bulu kok hehehe,takut
339,sesungguhnya yang takut kepada allah di antara hamba hamba nya hanyalah orang orangyang berilmu ulama,takut
125,tetapi saya tidak mungkin hidup di daerah tanpa kodok seperti ini jawab sang bangau agak jengkel,marah
677,hati ibunya sangat terluka mendengar ucapan anaknya itu ia berusaha terus menyakinkan malin bahwa dirinya adalah ibunya,sedih
209,bang tolong aku pendekar katung ingin menikahiku bawa aku pergi bang nanti aku akan menceritakan yang sebenarnya kata suri panik,takut
60,dasar permaisuri pembawa bala kau malah memberiku seekor lokan itu bukan anakku pergi kau dari istana teriak raja penuh murka,marah
981,anteh terkejut ketika tiba tiba di hadapannya muncul pemuda yang tidak dikenalnya,terkejut
982,a apa kesalahanku kak kenapa kakak tiba tiba marah begitu tanya anteh kaget,terkejut
107,raja sangat marah dan tidak mau mengakui kekalahannya,marah
777,sambil menangis anak itu berlari pulang menemui ibunya di rumah,sedih
658,raja pun menahan rasa malunya ia pun segera kembali ke istana dengan perasaan sedih,sedih
22,seorang anak bernama juan bertengkar dengan adiknya raul mereka memperebutkan kue pemberian nenek,marah
939,tapi ketika ia mau keluar para penyamun sudah berada di luar mereka sama sama terkejut,terkejut
917,agak terkejut ia ketika mendapati seruas batang bambu itu adalah seruas batang bambu yang membuatnya tersandung di pantai tadi,terkejut
205,para tentara abrahah kembali dalam keadaan binasa di mana daging daging dari tubuh mereka berceceran di jalan,jijik
887,alangkah terkejutnya ia ketika melihat seekor buaya yang sangat besar sedang memandangi dirinya,terkejut
432,setelah menunggu beberapa lama tiba tiba pancingnya bergerak gerak asyik umpanku kena teriaknya kegirangan,senang
302,datuk hakim ketakutan dia meminta syarifah menyembunyikan dirinya,takut
179,aku sudah bosan memakan tikus tubuh mereka bau sehingga membuatku menjadi mual,jijik
279,kera hitam sangat takut tertangkap si raksasa dan menjadi santapan si raksasa,takut
316,anteh mundur dengan ketakutan,takut
764,kadang kadang gadis menangis sedih di bawah pohon itu ia merasa sendirian di dunia ini,sedih
417,sang anjing tersenyum bahagia karena dia telah menemukan makanan,senang
213,kapal dagang yang ditumpanginya itu diserang kapal bajak laut,takut
689,maafkan aku ayah di tengah perjalanan tadi tiba tiba perutku lapar dan memakan sebagian makanan untuk ayah jawab samosir merasa bersalah,sedih
240,namun babi sulung tetap bertahan di dalam rumah dengan ketakutan,takut
961,apa sahut bulan terkejut,terkejut
746,selanjutnya anak nelayan itu pulang dan menangis sedih kembali,sedih
239,petani mulai takut kehilangan istrinya,takut
682,putri serindu memeluk ibundanya ia kemudian berkata maafkan ananda lbunda karena telah membuat lbunda dan ayahanda sedih dan bingung,sedih
